"temperatura_LPS22HB","humidity","speed_acceleration","pos_3d_acceleration","number_of_satellites","gps_fix","","accelerometer","gyro_accelerometer","angular_velocity","heading","gps_ecef","ecef_velocity","pressure","temperatura_HTS221","time","timeStamp"
36.40000153,71.09999847,285,3185,7,3,"{""x"":1835,""y"":-2190,""z"":-1515}","{""x"":1014,""y"":-77,""z"":23}","{""x"":1096,""y"":77,""z"":-8}","{""x"":-770,""y"":-350,""z"":8960}","{""x"":178,""y"":63,""z"":478}","{""x"":400063375,""y"":-436332866,""z"":-237084650}","{""x"":1835,""y"":-2190,""z"":-1515}",910.8800049,37,194,23417
36.40000153,71.09999847,285,3185,7,3,"{""x"":1835,""y"":-2190,""z"":-1515}","{""x"":944,""y"":133,""z"":-26}","{""x"":1030,""y"":-58,""z"":-16}","{""x"":-20650,""y"":2870,""z"":7630}","{""x"":166,""y"":88,""z"":460}","{""x"":400063375,""y"":-436332866,""z"":-237084650}","{""x"":1835,""y"":-2190,""z"":-1515}",912.0200195,37,202,23828
36.40000153,71.09999847,285,3185,7,3,"{""x"":1835,""y"":-2190,""z"":-1515}","{""x"":948,""y"":43,""z"":-120}","{""x"":1012,""y"":-29,""z"":-89}","{""x"":-30730,""y"":7700,""z"":14490}","{""x"":157,""y"":111,""z"":429}","{""x"":400063375,""y"":-436332866,""z"":-237084650}","{""x"":1835,""y"":-2190,""z"":-1515}",913.1099854,37,215,24251
36.40000153,71.09999847,304,3304,7,3,"{""x"":1341,""y"":-2142,""z"":-1082}","{""x"":878,""y"":31,""z"":31}","{""x"":972,""y"":-83,""z"":89}","{""x"":-50330,""y"":12810,""z"":7420}","{""x"":145,""y"":141,""z"":384}","{""x"":400062020,""y"":-436332815,""z"":-237084035}","{""x"":1341,""y"":-2142,""z"":-1082}",914.1099854,37,229,24692
36.40000153,71.09999847,304,3304,7,3,"{""x"":1341,""y"":-2142,""z"":-1082}","{""x"":1080,""y"":12,""z"":-54}","{""x"":1158,""y"":-76,""z"":-11}","{""x"":-68950,""y"":700,""z"":7000}","{""x"":142,""y"":136,""z"":298}","{""x"":400062020,""y"":-436332815,""z"":-237084035}","{""x"":1341,""y"":-2142,""z"":-1082}",915.2700195,37,203,25103
36.40000153,71.09999847,307,3364,7,3,"{""x"":1308,""y"":-1850,""z"":-1100}","{""x"":936,""y"":16,""z"":-93}","{""x"":1061,""y"":-8,""z"":-166}","{""x"":-91770,""y"":13300,""z"":560}","{""x"":153,""y"":67,""z"":193}","{""x"":400061397,""y"":-436332461,""z"":-237083852}","{""x"":1308,""y"":-1850,""z"":-1100}",916.3900146,37,195,25505
36.40000153,71.09999847,307,3364,7,3,"{""x"":1308,""y"":-1850,""z"":-1100}","{""x"":983,""y"":-42,""z"":-34}","{""x"":1083,""y"":6,""z"":-82}","{""x"":-84560,""y"":4130,""z"":13930}","{""x"":162,""y"":-33,""z"":162}","{""x"":400061397,""y"":-436332461,""z"":-237083852}","{""x"":1308,""y"":-1850,""z"":-1100}",917.4299927,37,203,25916
36.40000153,71.09999847,307,3364,7,3,"{""x"":1308,""y"":-1850,""z"":-1100}","{""x"":924,""y"":191,""z"":-120}","{""x"":1037,""y"":-187,""z"":-68}","{""x"":-130550,""y"":13790,""z"":-700}","{""x"":174,""y"":-154,""z"":199}","{""x"":400061397,""y"":-436332461,""z"":-237083852}","{""x"":1308,""y"":-1850,""z"":-1100}",918.3900146,37,203,26327
36.40000153,71.09999847,298,3437,7,3,"{""x"":1194,""y"":-1827,""z"":-1002}","{""x"":928,""y"":47,""z"":31}","{""x"":1028,""y"":32,""z"":0}","{""x"":-84840,""y"":1050,""z"":2380}","{""x"":177,""y"":-228,""z"":325}","{""x"":400061314,""y"":-436332878,""z"":-237083992}","{""x"":1194,""y"":-1827,""z"":-1002}",919.3099976,37,204,26732
36.40000153,71.09999847,298,3437,7,3,"{""x"":1194,""y"":-1827,""z"":-1002}","{""x"":870,""y"":-50,""z"":20}","{""x"":962,""y"":83,""z"":40}","{""x"":-58170,""y"":-210,""z"":5740}","{""x"":178,""y"":-208,""z"":415}","{""x"":400061314,""y"":-436332878,""z"":-237083992}","{""x"":1194,""y"":-1827,""z"":-1002}",920.4699707,37,203,27127
36.40000153,71.09999847,286,3521,7,3,"{""x"":1180,""y"":-1711,""z"":-1026}","{""x"":991,""y"":-19,""z"":117}","{""x"":1100,""y"":8,""z"":76}","{""x"":-14000,""y"":3080,""z"":4130}","{""x"":180,""y"":-186,""z"":438}","{""x"":400061601,""y"":-436333560,""z"":-237084428}","{""x"":1180,""y"":-1711,""z"":-1026}",921.5200195,37,196,27530
36.40000153,71.09999847,286,3521,7,3,"{""x"":1180,""y"":-1711,""z"":-1026}","{""x"":893,""y"":12,""z"":117}","{""x"":1019,""y"":-30,""z"":56}","{""x"":-13720,""y"":-2310,""z"":11480}","{""x"":193,""y"":-175,""z"":451}","{""x"":400061601,""y"":-436333560,""z"":-237084428}","{""x"":1180,""y"":-1711,""z"":-1026}",922.5100098,37,202,27952
36.40000153,71.09999847,286,3521,7,3,"{""x"":1180,""y"":-1711,""z"":-1026}","{""x"":1244,""y"":-104,""z"":-526}","{""x"":1344,""y"":-16,""z"":-361}","{""x"":-47950,""y"":6090,""z"":9240}","{""x"":204,""y"":-129,""z"":474}","{""x"":400061601,""y"":-436333560,""z"":-237084428}","{""x"":1180,""y"":-1711,""z"":-1026}",923.460022,37,204,28363
36.40000153,71.09999847,286,3521,7,3,"{""x"":1180,""y"":-1711,""z"":-1026}","{""x"":1006,""y"":55,""z"":-120}","{""x"":1068,""y"":-103,""z"":-68}","{""x"":-54320,""y"":13090,""z"":12810}","{""x"":183,""y"":-48,""z"":514}","{""x"":400061601,""y"":-436333560,""z"":-237084428}","{""x"":1180,""y"":-1711,""z"":-1026}",924.539978,37,203,28777
36.40000153,71.09999847,286,3521,7,3,"{""x"":1180,""y"":-1711,""z"":-1026}","{""x"":959,""y"":133,""z"":74}","{""x"":1062,""y"":-91,""z"":27}","{""x"":-70700,""y"":-420,""z"":980}","{""x"":171,""y"":39,""z"":502}","{""x"":400061601,""y"":-436333560,""z"":-237084428}","{""x"":1180,""y"":-1711,""z"":-1026}",925.6599731,37,202,29187
36.40000153,71.09999847,261,3720,6,3,"{""x"":1187,""y"":-1639,""z"":-948}","{""x"":998,""y"":82,""z"":-128}","{""x"":1086,""y"":-44,""z"":-90}","{""x"":-48580,""y"":12460,""z"":6510}","{""x"":172,""y"":84,""z"":451}","{""x"":400063179,""y"":-436335836,""z"":-237085892}","{""x"":1187,""y"":-1639,""z"":-948}",926.6400146,37,193,29591
