Preamble,Status,w1,w2,w3,a1,a2,a3,Pressure,Temperature,GPS Fix,Latitude,Longitude,Elevation,Speed,Number of Satellites,UTC Time,UTC Date,Timestamp
JUPITER,0,112.68006134033203,124.68629455566406,33.86626434326172,-0.05426025390625,-1.447998046875,-0.8697509765625,85068.34375,31.1299991607666,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,3,204537,180224,655959
JUPITER,0,112.68769073486328,121.28358459472656,35.89568328857422,-0.02899169921875,-1.445068359375,-0.8795166015625,85070.375,31.149999618530273,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,3,204537,180224,655959
JUPITER,0,107.34711456298828,94.50440979003906,61.17949676513672,-0.04046630859375,-1.4798583984375,-0.930419921875,85300.328125,32.939998626708984,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,3,204537,180224,656183
JUPITER,0,67.98706817626953,41.29701232910156,76.10259246826172,0.98992919921875,-1.3525390625,-1.1986083984375,84761.6875,31.110000610351562,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,3,204537,180224,656183
JUPITER,0,66.23230743408203,25.09980583190918,65.30699920654297,1.10894775390625,-1.2828369140625,-1.5887451171875,84798.0,31.149999618530273,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,3,204537,180224,656183
JUPITER,0,72.38159942626953,42.36512756347656,65.61980438232422,0.94879150390625,-1.2548828125,-0.366943359375,84803.546875,31.170000076293945,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,60.39582061767578,39.25233459472656,61.59148406982422,1.06903076171875,-1.279541015625,-1.1163330078125,84856.109375,31.18000030517578,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,67.12494659423828,20.60609245300293,64.02526092529297,1.16314697265625,-1.2523193359375,-1.2943115234375,84777.40625,31.200000762939453,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,62.00562286376953,31.21095085144043,58.89067840576172,1.16009521484375,-1.2967529296875,-1.0037841796875,84799.265625,31.18000030517578,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,59.67102813720703,28.73139762878418,51.99370574951172,1.12493896484375,-1.196044921875,-1.4168701171875,84953.6328125,31.200000762939453,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,57.61109161376953,11.359267234802246,39.22972869873047,1.24908447265625,-1.146484375,-1.6014404296875,85035.140625,31.18000030517578,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656183
JUPITER,0,57.89337921142578,-9.774155616760254,25.39763832092285,1.16766357421875,-1.123291015625,-1.178955078125,85304.109375,32.880001068115234,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656440
JUPITER,0,43.51959991455078,-16.15233039855957,-78.32398223876953,0.93206787109375,-1.2786865234375,-1.4444580078125,85240.140625,31.18000030517578,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656440
JUPITER,0,34.90601348876953,14.433913230895996,-89.29505157470703,0.81146240234375,-1.32763671875,-1.511474609375,85184.6640625,31.18000030517578,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656440
JUPITER,0,38.71308135986328,10.817580223083496,-87.63947296142578,0.61517333984375,-1.2779541015625,-1.614990234375,85167.75,31.200000762939453,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656440
JUPITER,0,37.40845489501953,15.013747215270996,-88.50159454345703,0.68255615234375,-1.3258056640625,-1.7220458984375,85193.7734375,31.190000534057617,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204538,180224,656440
JUPITER,0,35.21881866455078,25.42024040222168,-89.75281524658203,0.58880615234375,-1.3065185546875,-1.9483642578125,85179.640625,31.209999084472656,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204539,180224,656440
JUPITER,0,35.72998809814453,48.91114807128906,-92.97241973876953,0.30072021484375,-1.361572265625,-0.926025390625,85155.734375,31.219999313354492,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204539,180224,656440
JUPITER,0,38.58338165283203,53.36671447753906,-89.51630401611328,0.93670654296875,-1.2982177734375,-1.518798828125,85337.796875,32.900001525878906,0,-21.963903427124023,-47.485626220703125,665.0999755859375,37.209999084472656,4,204539,180224,656679
